Duration,22 m 5 s
Start Time,Tue Dec 22 15:36:50 IST 2015
End Time,Tue Dec 22 15:59:00 IST 2015
Total Users,10
Total Hits,22200
Total Throughput,852285.55 Kb
Average Hits,16.75 hits/s
Average Throughput/s,643.23 kb/s
Testcases passed,100
Testcases failed,0
Testcases error rate,0
Step passed,2000
Step failed,0
Step error rate,0


Testcase name,User Count,User Percentage,Step name,Request name,Duration detail,Response Code,Success Count,Failure Count,Failure Rate(%),Total Step,Total Request,Average Duration (sec),Standard Deviation Duration (sec),Minimum Duration (sec),Duration 85 Percentile (sec),Duration 90 Percentile (sec),Duration 95 Percentile (sec),Maximum Duration (sec),Average Size (Kb),Standard Deviation Size (Kb),Minimum Size (Kb),Size 85 Percentile (Kb),Size 90 Percentile (Kb),Size 95 Percentile (Kb),Maximum Size (Kb)
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0,0.01,0.01,0.06,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.23,0.1,1.07,1.34,1.46,1.47,1.63,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.3,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.93,0.09,0.8,1.04,1.18,1.18,1.3,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/categories/mugs,,,100,0,0,,100,0.67,0.03,0.6,0.7,0.71,0.72,0.8,12.74,0,12.74,12.74,12.74,12.74,12.74
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.25,0.29,0.29,0.34,0.37,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.38,0.02,0.35,0.4,0.41,0.41,0.5,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.02,0.03,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.84,0.09,0.78,0.85,0.87,0.87,1.45,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0.28,0.06,0.26,0.29,0.29,0.29,0.9,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.08,0.26,0.28,0.28,0.29,1.11,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.28,0.03,0,0.28,0.29,0.32,0.35,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.31,0.32,0.33,0.37,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.02,0.27,0.31,0.31,0.33,0.36,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.01,0.06,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.44,0.16,0.26,0.56,0.57,0.57,1.17,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.07,0.26,0.28,0.28,0.29,0.92,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.16,0.14,0,0.28,0.28,0.28,0.5,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/45/small/spree_mug.jpeg?1450727475,,,100,0,0,,100,0.28,0.03,0.26,0.28,0.28,0.29,0.53,1.4,0,1.4,1.4,1.4,1.4,1.4
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.25,0.28,0.28,0.28,0.53,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0,0.01,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.9,0.12,0.79,0.95,0.96,1.11,1.88,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.28,0.37,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.29,0.3,0.3,0.59,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.34,0.12,0.27,0.38,0.4,0.56,1.33,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,19) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/categories/mugs?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2410.00+-+%2415.00,,,,100,0,0,100,900,5.09,0.49,4.54,5.39,5.42,5.5,7.23,417.88,0,417.88,417.88,417.88,417.88,417.88
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.87,0.11,0.78,0.89,0.93,0.94,1.34,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.04,0.25,0.28,0.29,0.29,0.6,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.59,0.1,0.43,0.61,0.64,0.66,1.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/27/small/ror_mug.jpeg?1450727467,,,100,0,0,,100,0.29,0.07,0.26,0.29,0.3,0.3,0.85,3.5,0,3.5,3.5,3.5,3.5,3.5
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.07,0.26,0.29,0.29,0.29,0.84,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.25,0.13,1.11,1.25,1.27,1.27,1.99,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.27,0.31,0.31,0.32,0.48,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.95,0.14,0.74,0.95,0.96,0.96,1.7,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/categories/mugs?utf8=%E2%9C%93&per_page=&search%5Bprice_range_any%5D%5B%5D=%2410.00+-+%2415.00,,,100,0,0,,100,0.4,0.04,0.36,0.41,0.42,0.42,0.64,10.84,0,10.84,10.84,10.84,10.84,10.84
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.39,0.03,0.36,0.4,0.4,0.41,0.63,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.01,0.15,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.31,0.05,0.27,0.31,0.37,0.38,0.66,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.04,0.27,0.31,0.31,0.31,0.66,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0.01,0.07,0.07,0.21,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.33,0.12,0.26,0.29,0.29,0.3,0.92,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.29,0.29,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.05,0.12,0,0.01,0.01,0.01,0.6,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.44,0.14,0.27,0.57,0.57,0.61,0.68,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.29,0.29,0.29,0.3,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.16,0.14,0,0.28,0.28,0.32,0.4,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/45/small/spree_mug.jpeg?1450727475,,,100,0,0,,100,0.29,0.04,0.26,0.29,0.3,0.3,0.69,1.4,0,1.4,1.4,1.4,1.4,1.4
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.04,0.25,0.28,0.28,0.29,0.69,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0,0.01,0.02,0.03,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.9,0.13,0.8,0.91,0.91,0.92,1.59,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.03,0.25,0.28,0.28,0.29,0.58,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.3,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.34,0.12,0.27,0.33,0.33,0.33,1.03,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,20) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/logout,,,,100,0,0,100,2000,8.93,0.66,8.1,9.14,9.9,10.38,11.05,471.6,0,471.6,471.6,471.6,471.6,471.6
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/35/small/spree_bag.jpeg?1450727470,,,100,0,0,,100,0.3,0.06,0.26,0.3,0.32,0.44,0.69,4.27,0,4.27,4.27,4.27,4.27,4.27
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.05,0.26,0.29,0.3,0.35,0.69,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.02,0.16,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/33/small/apache_baseball.png?1450727469,,,100,0,0,,100,0.29,0.06,0.26,0.3,0.32,0.36,0.68,8.99,0,8.99,8.99,8.99,8.99,8.99
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.06,0.26,0.29,0.3,0.31,0.68,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.03,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/36/small/spree_tote_front.jpeg?1450727471,,,100,0,0,,100,0.3,0.14,0.26,0.29,0.3,0.32,1.67,3.66,0,3.66,3.66,3.66,3.66,3.66
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.14,0.25,0.29,0.29,0.29,1.66,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0,0.01,0.06,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/38/small/spree_ringer_t.jpeg?1450727472,,,100,0,0,,100,0.29,0.05,0.26,0.29,0.3,0.3,0.62,2.66,0,2.66,2.66,2.66,2.66,2.66
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.05,0.25,0.29,0.29,0.3,0.62,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0,0.01,0.01,0.03,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.23,0.17,1.08,1.28,1.29,1.3,2.58,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.31,0.14,0.27,0.3,0.3,0.31,1.71,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.92,0.11,0.63,0.97,0.98,0.99,1.55,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/logout,,,100,0,0,,100,0.58,0.08,0.53,0.58,0.58,0.59,1.27,0.12,0,0.12,0.12,0.12,0.12,0.12
"",,,,,Sending,,100,0,0,,0,0.28,0.07,0.26,0.28,0.28,0.29,0.98,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.04,0.27,0.3,0.3,0.3,0.65,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,,302,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/29/small/ror_ringer.jpeg?1450727467,,,100,0,0,,100,0.29,0.07,0.26,0.3,0.3,0.3,0.89,3.17,0,3.17,3.17,3.17,3.17,3.17
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.08,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.25,0.29,0.29,0.29,0.48,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.06,0,0,0,0.01,0.62,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/24/small/ror_baseball.jpeg?1450727465,,,100,0,0,,100,0.3,0.09,0.26,0.29,0.3,0.3,1.05,4.51,0,4.51,4.51,4.51,4.51,4.51
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.05,0.25,0.29,0.29,0.3,0.64,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.05,0,0.01,0.01,0.02,0.48,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/,,,100,0,0,,100,0.63,0.08,0.56,0.65,0.78,0.78,0.94,16.54,0,16.54,16.54,16.54,16.54,16.54
"",,,,,Sending,,100,0,0,,0,0.29,0.05,0.26,0.29,0.29,0.3,0.62,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.32,0.04,0.3,0.36,0.36,0.5,0.52,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.02,0.05,0,0.01,0.01,0.01,0.29,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.45,0.16,0.26,0.57,0.58,0.6,1.04,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.04,0.25,0.29,0.29,0.29,0.69,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.17,0.16,0,0.3,0.3,0.31,0.76,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.1,0.8,0.92,0.92,1.01,1.51,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.06,0.26,0.29,0.29,0.29,0.84,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.03,0.26,0.3,0.31,0.31,0.51,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.05,0.26,0.32,0.33,0.4,0.68,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/26/small/ror_jr_spaghetti.jpeg?1450727466,,,100,0,0,,100,0.29,0.05,0.26,0.3,0.3,0.31,0.68,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.29,0.3,0.3,0.54,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.01,0.01,0.4,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/40/small/spree_spaghetti.jpeg?1450727473,,,100,0,0,,100,0.28,0.02,0.26,0.31,0.31,0.31,0.38,0.92,0,0.92,0.92,0.92,0.92,0.92
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.29,0.3,0.3,0.38,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0.01,0.02,0.02,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.88,0.13,0.77,0.89,1.05,1.19,1.5,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.07,0.25,0.39,0.42,0.51,0.71,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.59,0.14,0.17,0.59,0.66,0.88,1.23,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/21/small/ror_tote.jpeg?1450727464,,,100,0,0,,100,0.29,0.06,0.26,0.31,0.31,0.31,0.84,4.54,0,4.54,4.54,4.54,4.54,4.54
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.06,0.25,0.29,0.29,0.3,0.84,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0.01,0.01,0.01,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.03,0.26,0.3,0.3,0.32,0.5,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.29,0.29,0.3,0.5,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.02,0.18,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/23/small/ror_bag.jpeg?1450727465,,,100,0,0,,100,0.29,0.03,0.26,0.31,0.31,0.34,0.47,4.94,0,4.94,4.94,4.94,4.94,4.94
"",,,,,Sending,,100,0,0,,0,0,0.01,0,0,0,0,0.13,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.25,0.3,0.3,0.34,0.47,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.02,0.03,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.33,0.1,0.27,0.36,0.39,0.55,0.72,0.11,0,0.11,0.11,0.11,0.11,0.11
"",,,,,Sending,,100,0,0,,0,0,0.02,0,0,0,0,0.15,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.32,0.09,0.27,0.32,0.33,0.55,0.7,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.03,0.11,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.38,0.14,0.26,0.55,0.55,0.57,0.91,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0.02,0,0,0,0,0.19,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.04,0.25,0.28,0.29,0.31,0.54,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.1,0.14,0,0.28,0.28,0.28,0.51,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/41/small/spree_jersey.jpeg?1450727473,,,100,0,0,,100,0.3,0.06,0.26,0.3,0.3,0.34,0.64,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.06,0.26,0.29,0.29,0.31,0.64,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0,0.01,0.01,0.16,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
